Individual_ID,Scientific_Name,Plant_Nickname,Patch,Patch_Size,Shade_Status,Wild,Watered,Fertilized,Gender,Planting_Date,Plant_Comments,Plant_Registration_Date,Death_Date_Observed,Last_Date_Observed_Alive,Death_Reason,Death_Comments,Plant_Image_URL,Plant_Image_Upload_Date
2106,Prunus serotina,Wild black cherry,,,Open-grown tree,1,0,0,,,,,,,,,,
2111,Betula papyrifera,White birch,,,Open-grown tree,,,,,--,,,,,,,,
2112,Hamamelis virginiana,Witchhazel,,,Mostly shade,0,0,0,,--,,,,,,,,
2113,Fragaria virginiana,Wild strawberry 01,,,Half shade,,0,0,,--,,,,,,,,
2123,Cercis canadensis,redbud,,,Mostly sun,,0,0,,,,,,,,,,
2129,Forsythia spp.,forsythia,,,Full sun,0,0,0,,,,,,,,,,
2153,Syringa chinensis,SW corner,,,Full sun,0,0,0,,--,,,,,,,,
2154,Syringa chinensis,NW corner,,,Full sun,0,0,0,,,,,,,,,,
2155,Syringa vulgaris,SE corner,,,Full sun,0,0,0,,--,,,,,,,,
2156,Syringa vulgaris,NE corner,,,Half shade,0,0,0,,--,,,,,,,,
2316,Forsythia spp.,forsythia-1,,,Mostly sun,0,0,0,,,south end,,,,,,,
2317,Quercus macrocarpa,bur oak-1,,,Open-grown tree,1,0,0,,,old,,,,,,,
2319,Syringa vulgaris,common lilac-1,,,Half shade,0,0,0,,,west end,,,,,,,
2320,Prunus virginiana,chokecherry-1,,,Open-grown tree,,0,0,,,,,,,,,,
2321,Acer rubrum,red maple-1,,,,0,0,0,,,,,,,,,,
2372,Syringa vulgaris,common lilac-1,,,Full sun,0,1,1,,--,,,,,,,,
2373,Taraxacum officinale,common dandelion-1,,,Mostly sun,1,0,0,,--,,,,,,,,
2378,Centaurea stoebe,spotted knapweed,,,Full sun,1,0,0,,--,,,,,,,,
2379,Forsythia spp.,forsythia-1,,,Mostly sun,0,0,0,,,,,,,,,,
2380,Juglans nigra,black walnut-1,,,Mostly sun,1,0,0,,,,,,,,,,
2446,Cornus florida,flowering dogwood-1,,,Mostly sun,0,1,0,,,,,,,,,,
2447,Syringa vulgaris,common lilac-1,,,Mostly shade,0,1,0,,,,,,,,,,
2448,Acer rubrum,red maple-1,,,Full sun,0,1,0,,,,,,,,,,
2449,Mertensia virginica,Virginia bluebells-1,,,Mostly sun,0,1,0,,,,,,,,,,
2558,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,,,Mostly sun,,,,,--,,,,,,,,
2559,Cornus sericea,Cornus sericea,,,Half shade,,,,,--,,,,,,,,
2560,Mahonia repens,Mahonia repens,,,Mostly shade,,,,,--,,,,,,,,
2561,Prunus virginiana,Prunus virginiana,,,Half shade,,,,,--,,,,,,,,
2562,Symphoricarpos albus,Symphoricarpos,,,Mostly sun,,,,,--,,,,,,,,
2606,Trillium grandiflorum,white trillium-1,,,Mostly shade,1,0,0,,--,,,,,,,,
2690,Cercis canadensis,redbud--old garage,,,Full sun,1,0,0,,--,5 years old,,,,,,,
2713,Echinacea purpurea,eastern purple coneflower-1,,,Half shade,0,1,1,,,"In my garden, occasional watering, compost added",,,,,,,
2714,Arisaema triphyllum,jack in the pulpit-1,,,Half shade,0,1,1,,,"In my garden, occasional watering, compost added",,,,,,,
2715,Mertensia virginica,Virginia bluebells-1,,,Mostly shade,0,1,1,,,"In my garden, occasional watering, compost added",,,,,,,
2792,Taraxacum officinale,Dandelion,,,Mostly sun,1,0,0,,--,,,,,,,,
2793,Syringa vulgaris,Lilac,,,Full sun,0,1,1,,--,,,,,,,,
2797,Cornus nuttallii,Pacific dogwood-1,,,Mostly sun,1,0,0,,--,,,,,,,,
2800,Liquidambar styraciflua,sweetgum-1,,,Full sun,0,1,1,,,,,,,,,,
2804,Quercus alba,white oak-1,,,Full sun,1,0,0,,,,,,,,,,
2877,Forsythia spp.,forsythia-2,,,Full sun,0,0,0,,,periodically pruned,,,,,,,
2879,Claytonia virginica,Virginia springbeauty-1,,,Full shade,1,0,0,,,,,,,,,,
2880,Claytonia virginica,Virginia springbeauty-2,,,Full shade,1,0,0,,,,,,,,,,
2881,Cornus florida,flowering dogwood-1,,,Mostly sun,,,,,--,,,,,,,,
2882,Mertensia virginica,Virginia bluebells-1,,,Mostly shade,0,1,0,,,wild plant transplanted to my yard,,,,,,,
2883,Mertensia virginica,Virginia bluebells-2,,,Full shade,0,1,0,,,wild plant transplanted to my yard,,,,,,,
2937,Claytonia virginica,Virginia springbeauty-3,,,Full shade,1,0,0,,,,,,,,,,
2996,Cirsium arvense,Canada thistle-1,,,Full sun,1,0,0,,,,,,,,,,
2998,Vitis vinifera,wine grape-1,,,Full sun,0,1,1,,--,,,,,,,,
3034,Maianthemum canadense,Canada mayflower-1,,,,,,,,,,,,,,,,
3035,Maianthemum canadense,Canada mayflower-2,,,,,,,,,,,,,,,,
3036,Maianthemum canadense,Canada mayflower-3,,,,,,,,,,,,,,,,
3047,Forsythia spp.,forsythia-1,,,Mostly sun,0,1,,,,in poor and shallow soil,,,,,,,
3186,Acer rubrum,red maple-1,,,Mostly sun,1,0,0,,--,,,,,,,,
3187,Acer rubrum,red maple-2,,,Forest canopy tree,1,0,0,,--,,,,,,,,
3188,Acer rubrum,red maple-3,,,Forest canopy tree,1,0,0,,,,,,,,,,
3189,Prunus serotina,black cherry-1,,,Forest canopy tree,1,0,0,,,,,,,,,,
3191,Prunus serotina,black cherry-3,,,Forest canopy tree,1,0,0,,,,,,,,,,
3193,Acer negundo,boxelder-2,,,Mostly sun,1,0,0,,,,,,,,,,
3195,Abies balsamea,balsam fir-1,,,Forest understory tree,1,0,0,,,,,,,,,,
3196,Amelanchier canadensis,Canadian serviceberry-1,,,Mostly sun,1,0,0,,,,,,,,,,
3199,Amelanchier canadensis,Canadian serviceberry-4,,,Forest understory tree,1,0,0,,,,,,,,,,
3200,Cornus canadensis,bunchberry dogwood-1,,,Half shade,1,0,0,,,,,,,,,,
3201,Caltha palustris,yellow marsh marigold-1,,,Mostly shade,1,0,0,,,,,,,,,,
3202,Caltha palustris,yellow marsh marigold-2,,,Mostly shade,1,0,0,,,,,,,,,,
3203,Caltha palustris,yellow marsh marigold-3,,,Mostly shade,1,0,0,,,,,,,,,,
3205,Populus tremuloides,quaking aspen-2,,,Forest canopy tree,1,0,0,,,,,,,,,,
3210,Fagus grandifolia,123 American Beech,,,Forest canopy tree,1,0,0,,--,Fagus grandifolia,,,,,,,
3214,Liquidambar styraciflua,121 Sweetgum,,,Forest understory tree,1,0,0,,--,Liquidambar styraciflua,,,,,,,
3217,Liquidambar styraciflua,120 Sweetgum,,,Forest understory tree,1,0,0,,--,Liquidambar styraciflua,,,,,,,
3218,Fraxinus americana,119 White Ash,,,Forest canopy tree,1,0,0,,--,Fraxinus americana,,,,,,,
3219,Liriodendron tulipifera,117 Tuliptree,,,Forest canopy tree,1,0,0,,--,Liriodendron tulipifera,,,,,,,
3221,Carya glabra,116 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
3222,Quercus velutina,113 Black Oak,,,Forest understory tree,1,0,0,,--,Quercus velutina,,,,,,,
3223,Quercus rubra,111 Red Oak,,,Forest canopy tree,1,0,0,,--,Quercus rubra,,,,,,,
3224,Liriodendron tulipifera,105 Tuliptree,,,Forest canopy tree,1,0,0,,--,Liriodendron tulipifera,,,,,,,
3225,Prunus serotina,133 Black Cherry,,,Forest canopy tree,1,0,0,,--,Prunus serotina,,,,,,,
3226,Liriodendron tulipifera,97 tuliptree,,,Forest canopy tree,1,0,0,,--,Liriodendron tulipifera,,,,,,,
3227,Acer rubrum,94 red maple,,,Forest canopy tree,1,0,0,,--,Acer rubrum,,,,,,,
3228,Acer rubrum,95 red maple,,,Forest canopy tree,1,0,0,,--,Acer rubrum,,,,,,,
3234,Acer rubrum,76 red maple,,,,1,0,0,,,,2016-03-02,,,,,,
3236,Liquidambar styraciflua,49 sweetgum,,,,1,0,0,,,,2016-03-02,,,,,,
3337,Syringa vulgaris,common lilac-porch,,,Mostly sun,0,1,1,,--,,,,,,,,
3338,Syringa vulgaris,common lilac-corner,,,Mostly sun,0,1,1,,--,,,,,,,,
3434,Syringa vulgaris,common lilac-1,,,Full sun,0,0,0,,--,17 April 2009.  Leaves 1-3 cm.  flower bud visible,,,,,,,
3453,Syringa vulgaris,common lilac-1,,,Full sun,0,1,1,,,furnished by Dr Schwartz,,,,,,,
3454,Populus tremuloides,quaking aspen-1,,,Mostly sun,0,1,0,,,,,,,,,,
3455,Syringa vulgaris,common lilac-2,,,Full sun,0,1,1,,,Lilac south of raised Garden,,,,,,,
3456,Syringa vulgaris,common lilac-3,,,Mostly sun,0,1,1,,,Lilac west of raised garden,,,,,,,
3457,Syringa vulgaris,common lilac-4,,,Mostly sun,0,1,1,,,Lilac nearest house,,,,,,,
3458,Syringa vulgaris,common lilac-5,,,Full sun,0,1,1,,,Small Lilac northwest of raised garden,,,,,,,
3475,Syringa chinensis,Chinese lilac-1,,,Half shade,0,0,0,,,,,,,,,,
3512,Syringa chinensis,Chinese lilac-1,,,Full sun,0,1,0,,,,,,,,,,
3513,Syringa chinensis,Chinese lilac-2,,,Full sun,0,1,0,,,,,,,,,,
3514,Syringa chinensis,Chinese lilac-3,,,Full sun,0,1,0,,,,,,,,,,
3520,Syringa vulgaris,common lilac-6,,,Half shade,0,1,1,,,,,,,,,,
3545,Abies balsamea,Balsam fir,,,Forest understory tree,,0,0,,,,,,,,,,
3693,Syringa chinensis,Katya,,,Mostly sun,0,0,0,,--,North,,,,,,,
3694,Syringa vulgaris,Donny,,,Mostly sun,,0,0,,--,Lanai,,,,,,,
3695,Syringa chinensis,Helena,,,Mostly sun,0,0,0,,--,South,,,,,,,
3791,Arisaema triphyllum,jack in the pulpit-1,,,Half shade,1,0,0,,,,,,,,,,
3792,Arisaema triphyllum,jack in the pulpit-2,,,Half shade,1,0,0,,,,,,,,,,
3793,Maianthemum canadense,Canada mayflower-1,,,Half shade,1,0,0,,,,,,,,,,
3794,Maianthemum canadense,Canada mayflower-2,,,Half shade,1,0,0,,,,,,,,,,
3796,Clintonia borealis,bluebead-1,,,Half shade,1,0,0,,,,,,,,,,
3797,Clintonia borealis,bluebead-2,,,Half shade,1,0,0,,,,,,,,,,
3800,Cornus canadensis,bunchberry dogwood-2,,,Mostly sun,1,0,0,,,,,,,,,,
3802,Cornus canadensis,bunchberry dogwood-3,,,Mostly shade,1,0,0,,,,,,,,,,
3803,Clintonia borealis,bluebead-4,,,Mostly shade,1,0,0,,,,,,,,,,
3804,Trillium grandiflorum,white trillium-1,,,Mostly shade,1,0,0,,,,,,,,,,
3805,Trillium grandiflorum,white trillium-2,,,Mostly shade,1,0,0,,,,,,,,,,
3806,Trillium grandiflorum,white trillium-3,,,Mostly shade,1,0,0,,,,,,,,,,
3807,Trillium grandiflorum,white trillium-4,,,Mostly shade,1,0,0,,,,,,,,,,
3808,Abies balsamea,balsam fir-2,,,Forest understory tree,1,0,0,,,,,,,,,,
3809,Picea mariana,black spruce-1,,,Forest canopy tree,1,0,0,,--,,,,,,,,
3810,Picea mariana,black spruce-2,,,Forest canopy tree,1,0,0,,,,,,,,,,
3812,Prunus serotina,black cherry-4,,,Forest canopy tree,1,0,0,,,,,,,,,,
3813,Acer rubrum,red maple-4,,,Mostly sun,1,0,0,,,,,,,,,,
3814,Prunus serotina,black cherry-5,,,Forest canopy tree,1,0,0,,,,,,,,,,
3815,Amelanchier canadensis,Canadian serviceberry-5,,,Half shade,1,0,0,,,,,,,,,,
3818,Aquilegia canadensis,red columbine-2,,,Mostly shade,1,0,0,,,,,,,,,,
3899,Arisaema triphyllum,jack in the pulpit-3,,,Full shade,1,0,0,,,,,,,,,,
3909,Syringa chinensis,Chinese lilac-1,,,Full sun,0,1,1,,--,,,,,,,,
3959,Pinus strobus,eastern white pine-1,,,Full sun,0,0,0,,,,,,,,,,
3960,Achillea millefolium,common yarrow-1,,,Full sun,1,0,0,,,,,,,,,,
3990,Acer saccharum,sugar maple-1,,,Full sun,,0,0,,--,,,,,,,,
3991,Acer rubrum,red maple-1,,,Full sun,,0,0,Female,--,,,,,,,,
3992,Quercus alba,white oak-1,,,Full sun,,0,0,,,,,,,,,,
3993,Quercus rubra,northern red oak-1,,,Full sun,,0,0,,,,,,,,,,
3994,Pinus strobus,eastern white pine-1,,,Full sun,,0,0,,,,,,,,,,
4011,Syringa chinensis,Red Rothomagensis lilac-1,,,Mostly sun,0,,,,,new plants,,,,,,,
4118,Syringa chinensis,Red Rothomagensis lilac-1,,,Full sun,0,1,1,,2009-06-11,Cloned lilacs from USA-NPN planted facing street,,,,,,,
4183,Maianthemum canadense,Canada mayflower-1,,,Mostly shade,1,0,0,,--,,,,,,,,
4184,Maianthemum canadense,Canada Mayflower-1 (CM),1,3 m2,Mostly shade,1,0,0,,--,,,,,,,,
4185,Trillium undulatum,Painted Trillium-1 (PT),1,3 m2,Half shade,1,0,0,,--,,,,,,,,
4186,Syringa vulgaris,common lilac-1,,,Mostly sun,0,1,0,,,,,,,,,,
4193,Acer macrophyllum,bigleaf maple-1,,,Mostly sun,1,0,,,--,,,,,,,,
4194,Sambucus nigra,black elderberry-1,,,Mostly sun,1,0,,,--,,,,,,,,
4262,Aquilegia canadensis,red columbine-1,,,Half shade,1,1,0,,,,,,,,,,
4265,Fraxinus americana,118 White Ash,,,Forest canopy tree,1,0,0,,--,Fraxinus americana,,,,,,,
4266,Quercus velutina,114 Black Oak,,,Forest understory tree,1,0,0,,--,Quercus velutina,,,,,,,
4267,Fagus grandifolia,110 American beech,,,Forest canopy tree,1,0,0,,--,Fagus grandifolia,,,,,,,
4271,Fraxinus americana,85 white ash,,,Forest understory tree,1,0,0,,--,Fraxinus americana,,,,,,,
4311,Carya glabra,12 Hickory,,,Forest canopy tree,1,0,0,,--,Carya glabra,,,,,,,
4314,Prunus serotina,15 Black Cherry,,,Forest canopy tree,1,0,0,,--,Prunus serotina,,,,,,,
4316,Prunus serotina,17 Black Cherry,,,Forest canopy tree,1,0,0,,--,Prunus serotina,,,,,,,
4318,Quercus rubra,21 Red Oak,,,Forest canopy tree,1,0,0,,--,Quercus rubra ,,,,,,,
4319,Carya glabra,24 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4320,Quercus rubra,25 Red Oak,,,Forest canopy tree,1,0,0,,--,Quercus rubra,,,,,,,
4322,Carya glabra,28 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4323,Prunus serotina,31 Black Cherry,,,,1,0,0,,--,Prunus serotina,,2017-07-17,,,tree was badly damaged in storm a couple of years ago and finally blew over. ,,
4324,Carya glabra,33 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4325,Carya glabra,34 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4326,Carya glabra,35 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4327,Carya glabra,36 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4328,Carya glabra,38 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4329,Prunus serotina,39 Black Cherry,,,Forest canopy tree,1,0,0,,--,Prunus serotina,,,,,,,
4331,Carya glabra,42 Hickory,,,,1,0,0,,--,Carya glabra,,,,,,,
4334,Fagus grandifolia,47 Beech,,,Forest canopy tree,1,0,0,,--,Fagus grandifolia,,,,,,,
4335,Fagus grandifolia,48 Beech,,,Forest canopy tree,1,0,0,,--,Fagus grandifolia,,,,,,,
4336,Quercus velutina,79/80 Black Oak,,,Forest canopy tree,1,0,0,,--,Quercus velutina,,,,,,,
4337,Quercus velutina,81 Black Oak,,,Forest canopy tree,1,0,0,,--,Quercus velutina,,,,,,,
4340,Liquidambar styraciflua,54 sweetgum,,,Forest canopy tree,1,0,0,,--,Liquidambar styraciflua,,,,,,,
4341,Acer rubrum,55 red maple,,,Forest canopy tree,1,0,0,,--,Acer rubrum,,,,,,,
4342,Acer rubrum,56 red maple,,,Forest canopy tree,1,0,0,,--,Acer rubrum,,,,,,,
4343,Liriodendron tulipifera,57 tuliptree,,,Forest canopy tree,1,0,0,,--,Liriodendron tulipifera,,,,,,,
4345,Liriodendron tulipifera,59 tuliptree,,,Forest canopy tree,1,0,0,,--,Liriodendron tulipifera,,,,,,,
4346,Acer rubrum,60 red maple,,,Forest canopy tree,1,0,0,,--,Acer rubrum,,,,,,,
4347,Liquidambar styraciflua,61 sweetgum,,,Forest canopy tree,1,0,0,,--,Liquidambar styraciflua,,,,,,,
4349,Acer rubrum,65 red maple,,,Forest understory tree,1,0,0,,--,Acer rubrum,,,,,,,
4352,Quercus rubra,69 Red Oak,,,Forest canopy tree,1,0,0,,--,Quercus rubra,,,,,,,
4353,Prunus serotina,70 black cherry,,,Forest canopy tree,1,0,0,,--,Prunus serotina,,,,,,,
4354,Quercus rubra,73 Red Oak,,,Forest canopy tree,1,0,0,,--,Quercus rubra,,,,,,,
4358,Liquidambar styraciflua,77 sweetgum,,,Forest canopy tree,1,0,0,,--,Liquidambar styraciflua,,,,,,,
4362,Fagus grandifolia,84 beech,,,Forest canopy tree,1,0,0,,--,Fagus grandifolia,,,,,,,
4471,Larix laricina,tamarack-1,,,Mostly sun,1,0,0,,,,,,,,,,
4472,Larix laricina,tamarack-2,,,Mostly sun,1,0,0,,,,,,,,,,
4474,Larix laricina,tamarack-4,,,Mostly sun,1,0,0,,,,,,,,,,
4560,Forsythia spp.,forsythia-large-front,,,Mostly sun,0,0,0,,--,,,,,,,,
5046,Malus pumila,paradise apple-1,,,Full sun,0,0,0,,,"Variety Baldwin, standard size, part of our old orchard, nearly 100 years old,",,,,,,,
5081,Acer rubrum,Red Maple,,,Mostly sun,1,0,0,,--,,,,,,,,
5082,Populus tremuloides,Quaking Aspen,,,Full sun,1,0,0,,,,,,,,,,
5083,Syringa vulgaris,Common Lilac,,,Mostly sun,0,0,0,,,,,,,,,,
5084,Prunus virginiana,Chokecherry-1,,,Mostly shade,1,0,0,,,,,,,,,,
5102,Betula papyrifera,paper birch-1,,,Mostly sun,1,0,0,,,,,,,,,,
5103,Quercus alba,white oak-1,,,Forest canopy tree,1,0,0,,,,,,,,,,
5104,Quercus rubra,northern red oak-1,,,Forest canopy tree,1,0,0,,,,,,,,,,
5105,Quercus alba,white oak-2,,,Forest canopy tree,1,0,0,,,,,,,,,,
5106,Quercus rubra,northern red oak-2,,,Forest canopy tree,1,0,0,,,,,,,,,,
5107,Betula papyrifera,paper birch-2,,,Mostly sun,1,0,0,,,,,,,,,,
5109,Quercus rubra,northern red oak-3,,,Forest canopy tree,1,0,0,,--,,,,,,,,
5110,Quercus alba,white oak-3,,,Forest canopy tree,1,0,0,,,,,,,,,,
5111,Betula papyrifera,paper birch-4,,,Forest canopy tree,1,0,0,,,,,,,,,,
5112,Quercus alba,white oak-4,,,Forest canopy tree,1,0,0,,,,,,,,,,
5113,Quercus rubra,northern red oak-4,,,Forest canopy tree,1,0,0,,,,,,,,,,
5114,Prunus serotina,black cherry-6,,,Mostly sun,1,0,0,,,,,,,,,,
5115,Acer rubrum,red maple-5,,,Mostly sun,1,0,0,,,,,,,,,,
5117,Betula papyrifera,paper birch-5,,,Mostly sun,1,0,0,,,,,,,,,,
5121,Syringa chinensis,Red Rothomagensis lilac-1,,,Full sun,0,0,1,,,,,,,,,,
5155,Syringa chinensis,Red Rothomagensis lilac,,,,,,,,--,"Arnold Arboretum Accession Number 339-67*A, Map 14-SE",,,,,,,
5156,Syringa vulgaris,common lilac-1,,,,,,,,,,,,,,,,
5157,Lonicera tatarica-arnoldred,Tatarian honeysuckle-1,,,,,,,,,,,,,,,,
5260,Quercus rubra,oak-oldest,,,Mostly sun,1,0,0,,--,Tall old oak tree growing at the boundary between field and woods.,,,,,,,
5373,Claytonia virginica,Virginia springbeauty-4,,,Mostly shade,1,0,0,,--,,,,,,,,
